iter	Logloss
0	0.6329720764
1	0.5840209219
2	0.5356540475
3	0.4940816191
4	0.4554341718
5	0.408718664
6	0.3675445546
7	0.336305515
8	0.3074882016
9	0.278111259
10	0.2533134754
11	0.2347832529
12	0.2159272582
13	0.1970466571
14	0.1764943295
15	0.1622928371
16	0.1484007818
17	0.1358867001
18	0.1242763674
19	0.1161490473
20	0.1070075895
21	0.09867806924
22	0.0911682619
23	0.08376478885
24	0.07711800351
25	0.07041473293
26	0.06522719778
27	0.05965010311
28	0.05535449472
29	0.0512487389
30	0.04750054909
31	0.04405408
32	0.0413368254
33	0.03829261853
34	0.03543281915
35	0.03311411658
36	0.03064268561
37	0.02860698632
38	0.02662627228
39	0.02481314963
40	0.0230571836
41	0.02172466639
42	0.02024446635
43	0.01886854207
44	0.01766271345
45	0.01641464853
46	0.0154506929
47	0.01452531518
48	0.01365462125
49	0.012697619
50	0.01189070308
51	0.01111179766
52	0.01052609157
53	0.009976521966
54	0.009521241477
55	0.009075261448
56	0.008655027148
57	0.008144500615
58	0.007751130097
59	0.007266910631
60	0.006874119023
61	0.006438400294
62	0.006157581801
63	0.005881027445
64	0.005594594182
65	0.00529559693
66	0.005087886969
67	0.00485919803
68	0.004646546072
69	0.004402673256
70	0.004192771579
71	0.004024050122
72	0.003852447066
73	0.003667979007
74	0.00350625509
75	0.003364299851
76	0.003245531721
77	0.003145578828
78	0.003051387512
79	0.002962283845
80	0.002873874915
81	0.002777496739
82	0.002683899591
83	0.002609104039
84	0.002528464835
85	0.002522446633
86	0.002448143986
87	0.002363458661
88	0.002286776569
89	0.002279786427
90	0.002275559282
91	0.002269722797
92	0.002264599545
93	0.002264599545
94	0.002260778838
95	0.002189494887
96	0.002139508961
97	0.002139496939
98	0.002135259621
99	0.00213096358
100	0.002068672139
101	0.002009052372
102	0.001949244414
103	0.001949239096
104	0.001949219676
105	0.001949219676
106	0.001945205691
107	0.001945201067
108	0.001944604819
109	0.001940879595
110	0.001936976121
111	0.001933386607
112	0.001933386607
113	0.001933375626
114	0.001933384295
115	0.001933384758
116	0.001928666326
117	0.001874354997
118	0.001874353726
119	0.001817641682
120	0.001817641682
121	0.00181424614
122	0.00181424614
123	0.001770642894
124	0.001770642894
125	0.001770641276
126	0.00177063434
127	0.001767077657
128	0.001767077657
129	0.001767077657
130	0.001767072801
131	0.001716099101
132	0.001716099101
133	0.001716099101
134	0.001716100372
135	0.001716100372
136	0.001716101528
137	0.001716109736
138	0.001716100719
139	0.001716100719
140	0.001716094708
141	0.001716092512
142	0.001716100026
143	0.001716100026
144	0.001716083148
145	0.001716096904
146	0.00171607864
147	0.001713033819
148	0.001713020063
149	0.001713020063
150	0.001713037981
151	0.001713016711
152	0.001713029658
153	0.001713020872
154	0.001713008388
155	0.001713008388
156	0.001713008388
157	0.001713007926
158	0.001713007926
159	0.001713001452
160	0.001709938367
161	0.001709938367
162	0.001709923224
163	0.00170993224
164	0.001707237793
165	0.001707231551
166	0.001707228546
167	0.001707217448
168	0.001702533811
169	0.001702530921
170	0.001702533002
171	0.001702533233
172	0.001702524216
173	0.001702513119
174	0.001702513119
175	0.001702516587
176	0.001702509189
177	0.001699687354
178	0.001697004467
179	0.001697004467
180	0.001696993138
181	0.001696986665
182	0.001696986665
183	0.001696986665
184	0.001696990017
185	0.00169698285
186	0.001696978573
187	0.001696974412
188	0.001696919388
189	0.001696925861
190	0.001696922624
191	0.001696924936
192	0.001696902742
193	0.001651700792
194	0.001651707612
195	0.001651707612
196	0.001651680562
197	0.001651685764
198	0.001651682412
199	0.001651673973
200	0.001649358221
201	0.001649356256
202	0.001649356256
203	0.001649356256
204	0.001649356256
205	0.001649356834
206	0.001649343194
207	0.001611390322
208	0.001611395061
209	0.001611389282
210	0.001611389282
211	0.001611389975
212	0.001611400957
213	0.00161138327
214	0.001611385582
215	0.001611387432
216	0.001611389397
217	0.001611372173
218	0.001611372173
219	0.001611376566
220	0.001611355758
221	0.001611358417
222	0.001611349979
223	0.001611356683
224	0.001611341078
225	0.001611349747
226	0.001611349747
227	0.001611336569
228	0.001611335645
229	0.001611335645
230	0.001611336916
231	0.001611330443
232	0.001611327668
233	0.001568251775
234	0.001568226806
235	0.001568219177
236	0.001528376643
237	0.00152838855
238	0.00152838855
239	0.001528378955
240	0.001528361731
241	0.001528369939
242	0.001528365315
243	0.001528361385
244	0.001528358842
245	0.001528358842
246	0.001528352368
247	0.001528349363
248	0.001528349363
249	0.001528336185
250	0.00152834601
251	0.001528344276
252	0.001528344276
253	0.001528338034
254	0.001528333757
255	0.001489734121
256	0.001489734121
257	0.001489730537
258	0.001489727647
259	0.001489726376
260	0.001489726376
261	0.001489727994
262	0.001489730768
263	0.001489715856
264	0.001489707996
265	0.001489715278
266	0.001489715278
267	0.001489715278
268	0.001489709961
269	0.001489718284
270	0.001487417213
271	0.001487417213
272	0.00148742912
273	0.00148742912
274	0.001484668551
275	0.001484675834
276	0.001484673291
277	0.001484681383
278	0.001484669707
279	0.001484673406
280	0.001484677337
281	0.001484677337
282	0.001484677337
283	0.001484668667
284	0.001484663003
285	0.001484667973
286	0.001484655258
287	0.001484656067
288	0.001484654795
289	0.001484657916
290	0.001484658957
291	0.001484650287
292	0.00148464416
293	0.001484655604
294	0.001484644276
295	0.001484644276
296	0.001484637571
297	0.001484636531
298	0.001484635953
299	0.001484628786
300	0.001484590986
301	0.00148455203
302	0.00148455203
303	0.00148453862
304	0.001484529835
305	0.001484539892
306	0.001484538505
307	0.001484523824
308	0.001484529026
309	0.001484514692
310	0.00148450556
311	0.001484509721
312	0.001484512033
313	0.001484504751
314	0.001484502323
315	0.001484502323
316	0.001484498971
317	0.001484497237
318	0.001484485677
319	0.001484485677
320	0.001484482787
321	0.001484482787
322	0.001484470649
323	0.001484469031
324	0.001484472615
325	0.001484453426
326	0.001484462211
327	0.001484459668
328	0.001484453888
329	0.001484450998
330	0.001484442559
331	0.001484441519
332	0.001484448224
333	0.001484448224
334	0.001484448224
335	0.001484448224
336	0.001484448224
337	0.001484449611
338	0.00148444753
339	0.001484447299
340	0.001484438976
341	0.001484438976
342	0.001484429728
343	0.00148443597
344	0.001484438514
345	0.001484429728
346	0.001484426954
347	0.001484422214
348	0.001484422214
349	0.001484404412
350	0.001484419671
351	0.001484419671
352	0.001484409614
353	0.001484409614
354	0.001484410308
355	0.001484407071
356	0.001484395049
357	0.001484384067
358	0.001484392275
359	0.001484392275
360	0.001484396321
361	0.001484398517
362	0.001484395627
363	0.001484375398
364	0.00148438557
365	0.001484374588
366	0.001484369849
367	0.001484363376
368	0.001484371236
369	0.001484373779
370	0.00148221339
371	0.00148221339
372	0.001479774759
373	0.001477740139
374	0.001477719678
375	0.001477717597
376	0.001477717482
377	0.001477712627
378	0.001475376299
379	0.001475383697
380	0.001475383581
381	0.001475372484
382	0.001475375721
383	0.001475375721
384	0.001475375721
385	0.001475381038
386	0.001475373524
387	0.001475367398
388	0.001475387396
389	0.001475387396
390	0.001475363468
391	0.001475363468
392	0.001475366357
393	0.001475367398
394	0.001475360693
395	0.001475356069
396	0.001475356532
397	0.001475353989
398	0.001475353179
399	0.001475353179
400	0.001475353179
401	0.001475353179
402	0.00147535237
403	0.001475350058
404	0.001475350058
405	0.001475337805
406	0.001475337805
407	0.001475340001
408	0.001475343123
409	0.001475328211
410	0.001475328211
411	0.001475329829
412	0.001475342313
413	0.001475330176
414	0.001475330176
415	0.001475335956
416	0.001475324511
417	0.001475329713
418	0.001475329713
419	0.001475323471
420	0.001475323933
421	0.001475323933
422	0.001475323933
423	0.001475323933
424	0.001475323933
425	0.001475320697
426	0.001475320697
427	0.001475310524
428	0.001475326014
429	0.001475326014
430	0.001475313877
431	0.001475313877
432	0.001475313877
433	0.001475306132
434	0.001475304976
435	0.001475308559
